"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"예하 스토리","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","60.78","100000","02-901-7683","서울특별시 강북구 한천로150길 43 102호 (수유동)","","서울특별시 강북구청","37.64389581","127.0249508","2022-04-21","","2022-12-17 11:37:20.0"
"GS25 수유벽산점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","8.8","100000","02-901-7683","서울특별시 강북구 한천로155길 43 수유벽산아파트 상가A동 1층 117118호 (수유동)","","서울특별시 강북구청","37.64378163","127.0187319","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 419사거리점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","5","100000","02-901-7683","서울특별시 강북구 삼양로139길 8 1층 (우이동)","","서울특별시 강북구청","37.64943089","127.0132975","2022-04-21","","2022-12-17 11:37:20.0"
"위드비키(WITHVICKY)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","13.22","100000","02-901-7683","서울특별시 강북구 노해로23길 32 102호 (수유동)","","서울특별시 강북구청","37.64494884","127.0214928","2022-04-21","","2022-12-17 11:37:20.0"
"세븐일레븐 미아사랑점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 도봉로8길 57 1층 (미아동)","","서울특별시 강북구청","37.61155176","127.0329619","2022-04-21","","2022-12-17 11:37:20.0"
"아이리쉬 PC방","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","15","100000","02-901-7683","서울특별시 강북구 도봉로49길 11 3층 (미아동)","","서울특별시 강북구청","37.6250082","127.0257642","2022-04-21","","2022-12-17 11:37:20.0"
"해화당","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","23.14","100000","02-901-7683","서울특별시 강북구 도봉로 62 롯데백화점 지하2층 (미아동)","","서울특별시 강북구청","37.61459529","127.0305212","2022-04-21","","2022-12-17 11:37:20.0"
"아이앤비","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 삼양로 309 미성빌딩 (수유동)","","서울특별시 강북구청","37.63098625","127.0175631","2022-04-21","","2022-12-17 11:37:20.0"
"후야네","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","9","100000","02-901-7683","서울특별시 강북구 오패산로52길 58 1층 (미아동)","","서울특별시 강북구청","37.62537909","127.0325225","2022-04-21","","2022-12-17 11:37:20.0"
"이디야 우이역도선사점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","165.32","100000","02-901-7683","서울특별시 강북구 삼양로173길 21 12층 (우이동)","","서울특별시 강북구청","37.66257881","127.011367","2022-04-21","","2022-12-17 11:37:20.0"
"놀숲 미아사거리역점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","41","100000","02-901-7683","서울특별시 강북구 도봉로 40 대경빌딩 8층 801호 (미아동)","","서울특별시 강북구청","37.61259427","127.0304339","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 수유화계사점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 덕릉로 27-1 1층 (수유동)","","서울특별시 강북구청","37.63427642","127.0166474","2022-04-21","","2022-12-17 11:37:20.0"
"카페라온 꿈","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","33","100000","02-901-7683","서울특별시 강북구 인수봉로 136 이엠스터디학원 1층 102호 (수유동)","","서울특별시 강북구청","37.6319283","127.0138346","2022-04-21","","2022-12-17 11:37:20.0"
"씨유강북신성점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 도봉로24길 8 신성빌딩 1층 (미아동)","","서울특별시 강북구청","37.61938124","127.0296002","2022-04-21","","2022-12-17 11:37:20.0"
"(주)카페로움 롯데미아점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","9.9","100000","02-901-7683","서울특별시 강북구 도봉로 62 롯데백화점 지하2층 (미아동)","","서울특별시 강북구청","37.61459529","127.0305212","2022-04-21","","2022-12-17 11:37:20.0"
"리트리트커피 로스터즈","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","16.5","100000","02-901-7683","서울특별시 강북구 삼양로141길 15-8 지하1층 (우이동)","","서울특별시 강북구청","37.64979988","127.0122048","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 강북문화예술회관","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 인수봉로68길 37 (수유동)","","서울특별시 강북구청","37.64125089","127.0134623","2022-04-21","","2022-12-17 11:37:20.0"
"삼양동 마카롱","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","17.23","100000","02-901-7683","서울특별시 강북구 도봉로53길 7 우원빌딩 1층 (미아동)","","서울특별시 강북구청","37.6265186","127.0253593","2022-04-21","","2022-12-17 11:37:20.0"
"이나스","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","20.76","100000","02-901-7683","서울특별시 강북구 도봉로99길 48 1층 (수유동)","","서울특별시 강북구청","37.6433148","127.0276557","2022-04-21","","2022-12-17 11:37:20.0"
"1226","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","5.9","100000","02-901-7683","서울특별시 강북구 도봉로13길 43 1층 (미아동)","","서울특별시 강북구청","37.61509588","127.0278416","2022-04-21","","2022-12-17 11:37:20.0"
"비원PC방","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","50","100000","02-901-7683","서울특별시 강북구 도봉로96길 12 2층 (번동)","","서울특별시 강북구청","37.64045441","127.0293473","2022-04-21","","2022-12-17 11:37:20.0"
"씨유(CU)번동힐","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","10","100000","02-901-7683","서울특별시 강북구 오현로 165-3 지하1층 2호 (번동 파인힐)","","서울특별시 강북구청","37.62711999","127.0371674","2022-04-21","","2022-12-17 11:37:20.0"
"쥬씨 미아와이스퀘어점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","37.34","100000","02-901-7683","서울특별시 강북구 도봉로 52 1층 (미아동)","","서울특별시 강북구청","37.61369937","127.0305328","2022-04-21","","2022-12-17 11:37:20.0"
"신박핫떡","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","30","100000","02-901-7683","서울특별시 강북구 삼양로 171 1층 (미아동)","","서울특별시 강북구청","37.61901274","127.0209714","2022-04-21","","2022-12-17 11:37:20.0"
"씨유미아스타점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 도봉로67길 36 1층 (미아동)","","서울특별시 강북구청","37.63020595","127.0223429","2022-04-21","","2022-12-17 11:37:20.0"
"빨간모자피자 미아점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","51.9","100000","02-901-7683","서울특별시 강북구 오패산로 168 1층 (미아동)","","서울특별시 강북구청","37.61681818","127.0334941","2022-04-21","","2022-12-17 11:37:20.0"
"투고샐러드 덕성여대점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","36","100000","02-901-7683","서울특별시 강북구 삼양로 531 1층 (우측)호 (우이동)","","서울특별시 강북구청","37.65022211","127.0130944","2022-04-21","","2022-12-17 11:37:20.0"
"CU 번동기산점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 월계로37길 137 (번동 기산그린아파트)","","서울특별시 강북구청","37.62717087","127.0434316","2022-04-21","","2022-12-17 11:37:20.0"
"데콕트","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","38.26","100000","02-901-7683","서울특별시 강북구 도봉로76길 35-4 A동 101호 (미아동 금강캐슬)","","서울특별시 강북구청","37.63338035","127.0259496","2022-04-21","","2022-12-17 11:37:20.0"
"아발론","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","111.01","100000","02-901-7683","서울특별시 강북구 노해로8길 22 경남아너스빌 2층 210호 (수유동)","","서울특별시 강북구청","37.63800514","127.0242249","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 수유로점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3","100000","02-901-7683","서울특별시 강북구 수유로 72-1 1층 (수유동)","","서울특별시 강북구청","37.63609264","127.0216088","2022-04-21","","2022-12-17 11:37:20.0"
"이마트24 번동승리점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 덕릉로 117 1층 (번동)","","서울특별시 강북구청","37.63513518","127.0267765","2022-04-21","","2022-12-17 11:37:20.0"
"도제 미아점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","31.7","100000","02-901-7683","서울특별시 강북구 도봉로 62 롯데백화점 지하2층 (미아동)","","서울특별시 강북구청","37.61459529","127.0305212","2022-04-21","","2022-12-17 11:37:20.0"
"CU편의점(강북수유점)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 노해로 23 한성빌딩 (수유동)","","서울특별시 강북구청","37.63773197","127.0226297","2022-04-21","","2022-12-17 11:37:20.0"
"GS25 강북미아점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 도봉로20가길 40 준타워 1층 (미아동)","","서울특별시 강북구청","37.62033568","127.0295179","2022-04-21","","2022-12-17 11:37:20.0"
"커피홀 미아롯데캐슬점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","98.8","100000","02-901-7683","서울특별시 강북구 오현로 56 101동 1층 1호 (미아동 꿈의숲 롯데캐슬)","","서울특별시 강북구청","37.61841157","127.0364759","2022-04-21","","2022-12-17 11:37:20.0"
"GS25미아퍼스트점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 도봉로61길 31 1층 (미아동)","","서울특별시 강북구청","37.62842039","127.0232522","2022-04-21","","2022-12-17 11:37:20.0"
"지에스25 강북한천","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 한천로132길 84 밝은교회 1층 (번동)","","서울특별시 강북구청","37.64189379","127.0312662","2022-04-21","","2022-12-17 11:37:20.0"
"내 맘대로 꾸미는 슬라임","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","92.82","100000","02-901-7683","서울특별시 강북구 삼양로 421 3층 (수유동)","","서울특별시 강북구청","37.64107885","127.0166032","2022-04-21","","2022-12-17 11:37:20.0"
"달보드레","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","54.15","100000","02-901-7683","서울특별시 강북구 삼양로149길 16-17 1층 (우이동)","","서울특별시 강북구청","37.65481668","127.0119344","2022-04-21","","2022-12-17 11:37:20.0"
"달세뇨(Dal segno)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","65.52","100000","02-901-7683","서울특별시 강북구 수유로 59-1 1층 (수유동)","","서울특별시 강북구청","37.63597317","127.0202394","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 우이푸르지오","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","10","100000","02-901-7683","서울특별시 강북구 삼양로149길 38 1층 (우이동)","","서울특별시 강북구청","37.65458879","127.0116201","2022-04-21","","2022-12-17 11:37:20.0"
"지에스25미아희망점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6","100000","02-901-7683","서울특별시 강북구 도봉로61길 7 1층 (미아동)","","서울특별시 강북구청","37.62871026","127.0245264","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 미아봉실점(cu)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 도봉로68길 11-3 1층 (미아동)","","서울특별시 강북구청","37.63131874","127.0250701","2022-04-21","","2022-12-17 11:37:20.0"
"홍루이젠 미아점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","22.04","100000","02-901-7683","서울특별시 강북구 솔샘로 213-1 1층 (미아동)","","서울특별시 강북구청","37.62020273","127.0163115","2022-04-21","","2022-12-17 11:37:20.0"
"커피베이 솔샘역점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","59.4","100000","02-901-7683","서울특별시 강북구 솔샘로 203 1층 (미아동)","","서울특별시 강북구청","37.62030675","127.015132","2022-04-21","","2022-12-17 11:37:20.0"
"색의숲 창의 인성연구소","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","25","100000","02-901-7683","서울특별시 강북구 월계로 21 1층 (미아동)","","서울특별시 강북구청","37.61038454","127.0323654","2022-04-21","","2022-12-17 11:37:20.0"
"봉수아피자 수유점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","40.95","100000","02-901-7683","서울특별시 강북구 한천로155길 7 1층 (수유동)","","서울특별시 강북구청","37.64360101","127.0208532","2022-04-21","","2022-12-17 11:37:20.0"
"투썸플레이스 수유사거리점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","216.11","100000","02-901-7683","서울특별시 강북구 도봉로 295 12층 (수유동)","","서울특별시 강북구청","37.63493221","127.0229269","2022-04-21","","2022-12-17 11:37:20.0"
"앤탑(N-TOP)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","14","100000","02-901-7683","서울특별시 강북구 오패산로52길 52 용빌딩 지1층 (미아동)","","서울특별시 강북구청","37.62512646","127.0324804","2022-04-21","","2022-12-17 11:37:20.0"
"스톤피씨","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","11","100000","02-901-7683","서울특별시 강북구 삼양로 246 (미아동)","","서울특별시 강북구청","37.62542693","127.0186557","2022-04-21","","2022-12-17 11:37:20.0"
"젠삥맨","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","10","100000","02-901-7683","서울특별시 강북구 월계로 173 북서울꿈의숲 (번동)","","서울특별시 강북구청","37.62025812","127.0443243","2022-04-21","","2022-12-17 11:37:20.0"
"솔샘커피","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","46.11","100000","02-901-7683","서울특별시 강북구 인수봉로12길 7 지하 1층 (미아동)","","서울특별시 강북구청","37.62371643","127.0134218","2022-04-21","","2022-12-17 11:37:20.0"
"이마트24 수유청수점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","5","100000","02-901-7683","서울특별시 강북구 인수봉로55길 8 1층 (수유동)","","서울특별시 강북구청","37.63689039","127.0124435","2022-04-21","","2022-12-17 11:37:20.0"
"강북롤러스케이트 주식회사","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","50","100000","02-901-7683","서울특별시 강북구 도봉로 342 지하 1층 (번동)","","서울특별시 강북구청","37.63803115","127.0261269","2022-04-21","","2022-12-17 11:37:20.0"
"런pc방","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","30","100000","02-901-7683","서울특별시 강북구 도봉로 394 지하1층 (번동)","","서울특별시 강북구청","37.64162257","127.0300573","2022-04-21","","2022-12-17 11:37:20.0"
"미니스톱 솔밭공원점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 삼양로 531 1층 (우이동)","","서울특별시 강북구청","37.65022211","127.0130944","2022-04-21","","2022-12-17 11:37:20.0"
"리씨 디저트","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","34.82","100000","02-901-7683","서울특별시 강북구 덕릉로 193 1층 (번동)","","서울특별시 강북구청","37.63610312","127.0349329","2022-04-21","","2022-12-17 11:37:20.0"
"꿈꾸는 슬라임","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","57.82","100000","02-901-7683","서울특별시 강북구 한천로 984 2층 (번동)","","서울특별시 강북구청","37.63702259","127.0316806","2022-04-21","","2022-12-17 11:37:20.0"
"삼양시장 원조 떡볶이집","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","8","100000","02-901-7683","서울특별시 강북구 솔매로 46 1층 (미아동)","","서울특별시 강북구청","37.62517922","127.017039","2022-04-21","","2022-12-17 11:37:20.0"
"코끼리콩물","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","22","100000","02-901-7683","서울특별시 강북구 한천로 1017 1층 (번동)","","서울특별시 강북구청","37.63877232","127.0283154","2022-04-21","","2022-12-17 11:37:20.0"
"민박커피(민박)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","40.26","100000","02-901-7683","서울특별시 강북구 노해로14길 24 메인하우스5 1층 (수유동)","","서울특별시 강북구청","37.63970153","127.0241336","2022-04-21","","2022-12-17 11:37:20.0"
"수유간","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","26","100000","02-901-7683","서울특별시 강북구 한천로144길 65 (수유동)","","서울특별시 강북구청","37.64352127","127.0275624","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 미아동부점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","5","100000","02-901-7683","서울특별시 강북구 도봉로13길 58 대암빌딩 1층 (미아동)","","서울특별시 강북구청","37.61512511","127.0270143","2022-04-21","","2022-12-17 11:37:20.0"
"쉐프의찬s","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","26","100000","02-901-7683","서울특별시 강북구 삼양로 424-21 (수유동)","","서울특별시 강북구청","37.64233342","127.0168586","2022-04-21","","2022-12-17 11:37:20.0"
"이마트24 수유포엠빌점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","16","100000","02-901-7683","서울특별시 강북구 한천로139가길 26 (수유동 포엠빌아파트)","","서울특별시 강북구청","37.64059746","127.0251365","2022-04-21","","2022-12-17 11:37:20.0"
"석봉토스트","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","41.25","100000","02-901-7683","서울특별시 강북구 삼양로19길 157 SK아파트상가 1동 2층 207호 (미아동)","","서울특별시 강북구청","37.61744111","127.0150905","2022-04-21","","2022-12-17 11:37:20.0"
"떳다왕만두","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","52.83","100000","02-901-7683","서울특별시 강북구 삼양로 583 1층 (우이동)","","서울특별시 강북구청","37.65499994","127.0127593","2022-04-21","","2022-12-17 11:37:20.0"
"카페홀리(cafeHoly)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","81","100000","02-901-7683","서울특별시 강북구 솔매로50길 69 1층 (미아동)","","서울특별시 강북구청","37.62339755","127.0282207","2022-04-21","","2022-12-17 11:37:20.0"
"먹보주방장의 떡볶이","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","8","100000","02-901-7683","서울특별시 강북구 오패산로30길 6 나동 1층 (미아동)","","서울특별시 강북구청","37.6134568","127.0345343","2022-04-21","","2022-12-17 11:37:20.0"
"도모(DOMO)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","53.62","100000","02-901-7683","서울특별시 강북구 도봉로99길 10 1층 (수유동)","","서울특별시 강북구청","37.64249165","127.0294568","2022-04-21","","2022-12-17 11:37:20.0"
"지에스25(GS25) 미아보람","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 도봉로46길 9 GS25 1층 (미아동)","","서울특별시 강북구청","37.62468876","127.0274563","2022-04-21","","2022-12-17 11:37:20.0"
"이삭토스트 수유역점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","25.74","100000","02-901-7683","서울특별시 강북구 오패산로 413 미니스톱 (번동)","","서울특별시 강북구청","37.63743598","127.0261527","2022-04-21","","2022-12-17 11:37:20.0"
"지에스25 북한산 우이점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 삼양로 651 1층 (우이동)","","서울특별시 강북구청","37.66105386","127.0132573","2022-04-21","","2022-12-17 11:37:20.0"
"키츠","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","96","100000","02-901-7683","서울특별시 강북구 도봉로 16 빅토리아호텔 2층 (미아동)","","서울특별시 강북구청","37.61088647","127.0309431","2022-04-21","","2022-12-17 11:37:20.0"
"유로코피자 강북점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","48.2","100000","02-901-7683","서울특별시 강북구 삼양로 267 1층 102호 (미아동)","","서울특별시 강북구청","37.62737575","127.0178824","2022-04-21","","2022-12-17 11:37:20.0"
"지에스25 수유한빛점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 삼양로77길 66 1층 (수유동)","","서울특별시 강북구청","37.62873924","127.0149869","2022-04-21","","2022-12-17 11:37:20.0"
"GS25 번동 위브점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 덕릉로 159 대원빌딩 1층 (번동)","","서울특별시 강북구청","37.63558768","127.0314046","2022-04-21","","2022-12-17 11:37:20.0"
"메리차밍","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","95","100000","02-901-7683","서울특별시 강북구 월계로37길 137-6 2층 (번동)","","서울특별시 강북구청","37.62800011","127.0434663","2022-04-21","","2022-12-17 11:37:20.0"
"라이또 pc 수유역점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","4.5","100000","02-901-7683","서울특별시 강북구 도봉로 324 글로리타워 (번동)","","서울특별시 강북구청","37.63679541","127.024874","2022-04-21","","2022-12-17 11:37:20.0"
"다뺀다방 강북우이점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","46.3","100000","02-901-7683","서울특별시 강북구 삼양로139가길 17 1층 (우이동)","","서울특별시 강북구청","37.65009067","127.0124616","2022-04-21","","2022-12-17 11:37:20.0"
"GS25 강북동수점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 한천로148길 13 1층 (수유동)","","서울특별시 강북구청","37.6428364","127.0242739","2022-04-21","","2022-12-17 11:37:20.0"
"드림팩토리(Dream Factory)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","43.52","100000","02-901-7683","서울특별시 강북구 삼양로19길 34 삼각산동복합청사 3층 (미아동)","","서울특별시 강북구청","37.61514536","127.0207389","2022-04-21","","2022-12-17 11:37:20.0"
"반달곰","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","26.4","100000","02-901-7683","서울특별시 강북구 노해로 116 1층 (수유동)","","서울특별시 강북구청","37.64549669","127.0245451","2022-04-21","","2022-12-17 11:37:20.0"
"GS25미아길목","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","6.6","100000","02-901-7683","서울특별시 강북구 솔샘로64길 7 1층 (미아동)","","서울특별시 강북구청","37.61689553","127.0275463","2022-04-21","","2022-12-17 11:37:20.0"
"매스앤플레이","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","13.21","100000","02-901-7683","서울특별시 강북구 삼양로 169 3층 (미아동)","","서울특별시 강북구청","37.61893034","127.0208139","2022-04-21","","2022-12-17 11:37:20.0"
"GS25 번동기쁨점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","31.84","100000","02-901-7683","서울특별시 강북구 오현로35길 62 번동주공4단지 복합상가 제1층 101호 (번동)","","서울특별시 강북구청","37.63198031","127.0382705","2022-04-21","","2022-12-17 11:37:20.0"
"송사부 수제 쌀고로케","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","33","100000","02-901-7683","서울특별시 강북구 도봉로 187 태근빌딩 1층 (미아동)","","서울특별시 강북구청","37.62541755","127.0261845","2022-04-21","","2022-12-17 11:37:20.0"
"서오릉 피자","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","66","100000","02-901-7683","서울특별시 강북구 한천로 981 1층 (번동)","","서울특별시 강북구청","37.63665219","127.0315608","2022-04-21","","2022-12-17 11:37:20.0"
"쁘띠갸또 아카데미","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","30.66","100000","02-901-7683","서울특별시 강북구 인수봉로68길 46 1층 (수유동)","","서울특별시 강북구청","37.64125477","127.0139268","2022-04-21","","2022-12-17 11:37:20.0"
"카페어니언","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","190.44","100000","02-901-7683","서울특별시 강북구 솔매로50길 55 서울강북우체국 1층 (미아동)","","서울특별시 강북구청","37.62403008","127.0284391","2022-04-21","","2022-12-17 11:37:20.0"
"메가엠지씨커피 미아수유시장점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","62","100000","02-901-7683","서울특별시 강북구 솔매로45길 95 1층 (미아동)","","서울특별시 강북구청","37.63015441","127.0237371","2022-04-21","","2022-12-17 11:37:20.0"
"세븐일레븐 번동제일점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 덕릉로40길 18 1층 (번동)","","서울특별시 강북구청","37.63431773","127.0303674","2022-04-21","","2022-12-17 11:37:20.0"
"큰집 닭강정","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","18","100000","02-901-7683","서울특별시 강북구 솔매로 90 1층 (미아동)","","서울특별시 강북구청","37.62512232","127.0221262","2022-04-21","","2022-12-17 11:37:20.0"
"씨유 번동센트로힐점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","3.3","100000","02-901-7683","서울특별시 강북구 한천로 936 1층 (번동 센트로힐)","","서울특별시 강북구청","37.6346442","127.0361301","2022-04-21","","2022-12-17 11:37:20.0"
"노르웨이안 우드(Norwegian Wood)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","46.09","100000","02-901-7683","서울특별시 강북구 인수봉로 314 지하1층 (수유동)","","서울특별시 강북구청","37.64675125","127.0107153","2022-04-21","","2022-12-17 11:37:20.0"
"김가네","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","7.5","100000","02-901-7683","서울특별시 강북구 솔샘로 233 1층 120호 (미아동)","","서울특별시 강북구청","37.62042081","127.0190952","2022-04-21","","2022-12-17 11:37:20.0"
"커피온리 미아사거리역점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","20","100000","02-901-7683","서울특별시 강북구 도봉로 41 1층 (미아동)","","서울특별시 강북구청","37.61263495","127.029901","2022-04-21","","2022-12-17 11:37:20.0"
"커피홀릭","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","20","100000","02-901-7683","서울특별시 강북구 노해로17길 49 1층 (수유동)","","서울특별시 강북구청","37.64041872","127.0195692","2022-04-21","","2022-12-17 11:37:20.0"
